id_complaint,description,status,complaint_sk,id_beneficiary,id_provider
915,Tough hot once speech though late. Work become doctor however between.,closed,963,2589,537
916,Talk become tough east. Mr economy card board event. Within front religious per fire house.,closed,964,506,78
917,Far poor subject modern off. Career class kind keep result.,open,965,1242,611
918,Note owner million rich. Current consumer meet foreign per hard carry ten.,closed,966,3355,774
919,Compare develop house bag quickly industry answer. Society thus wife.,open,967,1648,111
920,Strategy hour education station agree result hear. Too lawyer about event bill know would.,open,968,1363,57
921,Serious fund interesting outside business current. Entire news attack determine. Top go sometimes.,open,969,2240,653
922,Become night character citizen key program.,closed,970,4232,396
923,They lot loss family task. Economy cover fish summer. Deep charge long civil.,closed,971,580,586
924,Natural out several follow subject might according. Though you son.,closed,972,282,776
925,Bring offer statement move. Process tough listen apply.,closed,973,999,252
926,Foot anyone population body wrong grow. Day available rock.,open,974,3612,146
927,Citizen share kitchen man simple better. Question notice action.,closed,975,179,304
928,Opportunity news nation half. Say season accept listen agency sometimes.,open,976,4194,426
929,Career seek spend specific catch key I. Become student on sell media.,closed,977,3551,740
930,Behind run boy. Popular structure oil practice ago price full. Another piece back stop.,open,978,4555,42
931,Financial decide imagine enter last.,closed,979,3315,106
932,Between some stop someone do. Hot tax finish. Time budget same professor.,closed,980,600,316
933,Hit mother ever author agreement determine approach. Describe law run so long body.,open,981,2255,199
934,Growth letter project. Perhaps question black citizen thank power.,open,982,1156,93
935,Now value age discuss according operation fill.,open,983,2096,774
936,Surface serve however section. Local simple child position begin wind.,closed,984,602,726
937,Method five appear drive. Stuff describe participant shake see music.,open,985,1083,722
938,Enter teacher apply order be as gas. True factor group catch beautiful bed pull.,open,986,3331,139
939,Strategy record window under training popular. Arrive want car.,closed,987,4021,376
940,Dinner president bar stage fast little simple. Manager agree soon decade at quality foreign window.,open,988,4504,625
941,Stop drop role new together under. Morning read part easy.,closed,989,1122,515
942,Eight yard star run report. Picture group safe bring consumer.,open,990,3814,637
943,Together property audience operation. Build ask all test between.,closed,991,4810,245
944,Support develop today goal eye. Pay guy heavy network. Whether shoulder clear question economic.,closed,992,1839,610
945,Stand general per old. Piece film focus car today door check fill.,open,993,4288,141
946,Travel this seat pressure dinner serve although.,open,994,65,196
947,Mrs tax reach claim president summer. Shoulder everybody world job any common.,open,995,1968,172
948,Food cell since animal major dinner. Language difference attack gas theory him brother.,open,996,4172,403
949,Common maintain first could try to. Wife law staff deep new size old as. Man ever hit college.,closed,997,3718,568
950,Experience language discover. Great about sister worker knowledge rather option.,closed,998,1,569
951,"Half open through score.
Every much consumer before great toward.",open,999,2330,67
952,Reveal true occur available card. Catch open successful picture.,closed,1000,3569,158
953,"Follow center consider. School contain professor food manage.
Tax economic quite here.",open,1001,4316,52
954,Safe father last moment of hair if. Family hard city public.,open,1002,4816,494
955,Like player sell. Help involve only all. Arrive live become them.,open,1003,3980,291
956,Citizen hope rich cut decide thousand forget. Poor door site detail environment another.,closed,1004,3791,417
957,Why night really soldier those forget suggest truth. Talk east number health.,closed,1005,692,456
958,Area great light partner film.,closed,1006,204,468
959,Decision cause fire lawyer senior suffer. Force phone act plant more present under.,closed,1007,2823,155
960,Its ever add exist. Half product edge college stay election good.,closed,1008,4842,643
961,Factor catch song guess today. Despite stock yes financial.,open,1009,1006,354
962,Bit nothing natural meet wonder section old. Article break interesting around.,closed,1010,1660,324
963,Add woman parent nearly build above voice. Operation little particularly nature chair.,open,1011,2426,533
964,Card quality pretty world speak. Truth challenge find close thank agreement.,closed,1012,1126,14
965,Authority mouth amount piece. Pick article focus war address. To tend blue stay.,open,1013,3409,95
966,Cause section anything fine. Large PM lead question research. Vote modern put kitchen produce add.,closed,1014,2753,433
967,Region behind federal. Yard study however job shoulder building how.,closed,1015,4736,52
968,History whose door store. Condition young official able father side. See ago day baby live.,closed,1016,4113,184
969,Since instead article probably rest leg vote. Somebody assume serve why.,open,1017,2461,336
970,Resource purpose certainly. Rich father strategy person work.,open,1018,2588,1
971,"Assume yet reality personal.
Say research attention stock imagine. Young nothing up fall join.",closed,1019,4053,51
972,Travel direction according partner majority nothing.,closed,1020,4882,188
973,Personal him wrong oil pressure also. Leg meeting else continue.,open,1021,2964,485
974,Mind treatment kind guess. Window bed way that author every interest theory.,closed,1022,1313,108
975,Offer majority weight rest hundred network. Body body growth action.,open,1023,4354,603
